activity_index,br,hr,infrared_perf,sleep_classes,temp,time
11,14.6376977889365,68.4448416300304,1777,3,3573,1484275029
11,14.6257172568554,69.8832414043807,1772,3,3576,1484275039
13,14.6132156975791,68.3930689113255,1784,3,3578,1484275049
11,14.5993394714466,63.8965423003717,1787,3,3579,1484275060
11,14.5878019504376,58.4154750896467,1790,3,3581,1484275070
12,14.5765363409858,54.732075090386,1800,3,3580,1484275080
11,14.5666075167082,54.1206453789434,1809,3,3582,1484275090
11,14.5590140046135,54.3394188935636,1847,3,3582,1484275100
9,14.5516636769354,54.9295864151795,1893,3,3583,1484275110
12,14.5484083785369,56.4924000418978,1925,3,3584,1484275120
11,14.5481283490224,58.341054357168,1962,3,3585,1484275130
11,14.5481283490224,59.1412081431687,1972,3,3583,1484275140
23,14.5482967662694,57.808530496497,1965,3,3585,1484275150
25,14.5507288322384,55.2439642632023,1985,3,3586,1484275160
12,14.5565547582215,53.4481722357138,2017,3,3584,1484275170
12,14.5631743871765,52.2703672510893,1959,3,3585,1484275180
11,14.5708283576234,51.2698793412525,1857,3,3586,1484275190
13,14.5802250798023,50.8829552429313,1768,3,3584,1484275200
11,14.5898032809106,50.6795337317981,1698,3,3586,1484275210
11,14.6003700474613,50.6114694574207,1621,3,3586,1484275220
11,14.6111863432483,50.2446779297141,1549,3,3586,1484275230
11,14.6226700985753,50.4957880171918,1484,3,3585,1484275241
12,14.6323555735604,54.7696313291867,1419,3,3586,1484275251
42,14.6420410485456,59.7958107585387,1354,3,3587,1484275261
10,14.6483312349175,60.9813494448662,1401,3,3584,1484275271
10,14.6541416542295,58.2982927536209,1412,3,3584,1484275281
11,14.6578003267687,54.0914019637898,1377,3,3583,1484275291
9,14.6578003267687,54.3981687304108,1372,3,3582,1484275301
11,14.6578003267687,58.0979402124153,1375,3,3580,1484275311
10,14.652731780261,60.128980202366,1370,3,3579,1484275321
10,14.646727434343,59.1250223421347,1364,3,3575,1484275331
10,14.6387564815615,55.9027950346607,1343,3,3570,1484275341
9,14.6275244626837,54.4481732541979,1338,3,3567,1484275351
10,14.616292443806,55.9114094004177,1368,3,3567,1484275361
10,14.6020871850808,57.9716598752652,1426,3,3565,1484275371
9,14.5874618000683,58.4037261460959,1443,3,3564,1484275381
10,14.5725249108666,56.2386383470005,1455,3,3564,1484275391
10,14.5570714803544,54.3375753269734,1492,3,3564,1484275401
10,14.5416180498422,54.7244603351246,1521,3,3564,1484275411
10,14.5267032584797,55.5634649316141,1537,3,3564,1484275421
9,14.5103204740919,56.2425060021844,1535,3,3564,1484275432
11,14.4947795528732,56.7930522285429,1528,3,3564,1484275442
10,14.4783396791574,57.845864397297,1544,3,3564,1484275452
11,14.4614278087447,59.5021932620121,1585,3,3564,1484275462
11,14.4402012743234,58.9370897390606,1610,3,3564,1484275472
10,14.4180807396088,55.6816631706468,1609,3,3564,1484275482
10,14.3928292848681,52.3116740398438,1628,3,3564,1484275492
10,14.3631938393282,50.9205852716427,1649,3,3564,1484275502
9,14.3328488883848,52.0587634326919,1637,3,3564,1484275512
10,14.2960181352296,53.3157051642671,1632,3,3564,1484275522
10,14.2580142025579,52.9575351910386,1650,3,3564,1484275532
11,14.2171229906991,51.5136094944249,1699,3,3564,1484275542
10,14.1721889468397,50.6036283942775,1739,3,3564,1484275552
10,14.1264779695728,51.7440148660303,1751,3,3564,1484275562
14,14.0736648109186,55.2516775929169,1753,3,3564,1484275572
10,14.0194429814725,58.6724276688482,1761,3,3564,1484275582
9,13.960737839579,59.1763121314576,1797,3,3564,1484275592
11,13.8957550754823,56.3471643063027,1773,3,3564,1484275602
10,13.8299008534479,52.0879349977317,1733,3,3564,1484275612
9,13.7485875026311,50.2284642507202,1736,3,3564,1484275623
10,13.6733192053014,51.5904596212002,1781,3,3564,1484275633
10,13.5961294463738,53.9946353620323,1776,3,3564,1484275643
10,13.5166872631283,55.6530509817981,1809,3,3564,1484275653
10,13.4379607156031,56.2596182045763,1806,3,3564,1484275663
11,13.3621978294245,56.2625765339577,1775,3,3564,1484275673
10,13.2880608041999,56.4712469544055,1753,3,3564,1484275683
10,13.2208346265987,57.3325094668084,1744,3,3564,1484275693
10,13.1617096459721,58.0459827438748,1716,3,3564,1484275703
9,13.1081119914024,58.1528137314137,1704,3,3564,1484275713
10,13.077463206337,57.7613997144428,1693,3,3564,1484275723
11,13.0556307871681,55.8896596309754,1677,3,3564,1484275733
11,13.0556307871681,53.4910019609045,1664,3,3564,1484275743
10,13.0581739487368,52.2250048757357,1658,3,3564,1484275753
9,13.0771835784874,52.0333512357159,1665,3,3564,1484275763
10,13.1222577974977,53.2311418087771,1666,3,3564,1484275773
11,13.172429781767,55.3370298789155,1675,3,3564,1484275783
11,13.2313185389731,56.9999790247131,1686,3,3564,1484275793
9,13.3004254482088,57.6630614769448,1685,3,3564,1484275803
11,13.3763309643516,56.5973913986264,1672,3,3565,1484275814
10,13.4450484230716,54.8322921088574,1668,3,3564,1484275824
10,13.5119234597889,53.3743622728642,1679,3,3564,1484275834
10,13.5715919333873,52.3513255800408,1684,3,3564,1484275844
9,13.6242748671031,51.5144516832189,1676,3,3564,1484275854
11,13.6712693639177,51.0769518691166,1671,3,3564,1484275864
10,13.7041870861502,51.5353906805934,1676,3,3564,1484275874
10,13.7330037711354,52.3319686140895,1686,3,3564,1484275884
9,13.7529369041199,52.8901666454052,1692,3,3564,1484275894
9,13.7635827048914,52.8105654118571,1699,3,3564,1484275904
10,13.7699302295665,52.4006821118318,1706,3,3564,1484275914
10,13.7699302295665,52.1229965603786,1714,3,3564,1484275924
10,13.7687386559864,52.101488574001,1729,3,3564,1484275934
9,13.7637602131817,52.2915134360538,1746,3,3564,1484275944
11,13.7564331983449,52.4738001140795,1757,3,3564,1484275954
11,13.7491232721188,52.4514360817329,1759,3,3564,1484275964
50,13.7418556338542,51.7078397046393,1764,3,3565,1484275974
12,13.7346657314825,49.9170717022384,1805,3,3564,1484275984
13,13.7271013109434,47.9011952104524,1832,3,3565,1484275995
18,13.7204781723496,47.1634314691166,1772,3,3565,1484276005
12,13.7138448059896,47.5146793400897,1787,3,3567,1484276015
12,13.7071946528538,48.5177104507966,1759,3,3569,1484276025
11,13.7004909269204,49.6413989293532,1700,3,3569,1484276035
12,13.6936248547922,50.5887135546294,1651,3,3569,1484276045
12,13.6866309248638,51.6749130507685,1590,3,3571,1484276055
13,13.6793243906128,53.2332955585572,1529,3,3570,1484276065
12,13.6715047808172,54.427981168864,1474,3,3569,1484276075
12,13.6634966198255,54.8243724597188,1429,3,3573,1484276085
12,13.6551022223187,54.8857544498284,1378,3,3575,1484276095
10,13.6464036396502,54.5389639535888,1328,3,3573,1484276105
11,13.6372956321667,54.0021963227808,1278,3,3576,1484276115
12,13.6275156385164,53.5854954435525,1246,3,3577,1484276125
12,13.6173711654911,53.2329456310595,1236,3,3575,1484276135
9,13.6063496510285,53.0936258970642,1238,3,3575,1484276145
10,13.5946374128165,52.8629947844918,1220,3,3579,1484276155
13,13.582610525768,52.3356123476165,1197,3,3577,1484276165
12,13.5700672079177,52.1603701501134,1180,3,3581,1484276175
10,13.5565198098664,52.0948967418526,1174,3,3580,1484276186
12,13.5450936109431,51.5487112087357,1172,3,3579,1484276196
11,13.534204004194,50.8001044218798,1171,3,3581,1484276206
10,13.5254310401705,50.5962807022301,1175,3,3582,1484276216
12,13.5190737834775,51.5051036902374,1187,3,3582,1484276226
11,13.514571329221,52.8037063842593,1196,3,3583,1484276236
12,13.5130979710086,53.4455068479695,1203,3,3583,1484276246
12,13.5130979710086,53.6701458412448,1212,3,3585,1484276256
11,13.5160319581735,53.8418168635061,1217,3,3584,1484276266
11,13.5222897323219,53.8123335446325,1216,3,3585,1484276276
11,13.5299202781428,53.5343956786714,1222,3,3586,1484276286
10,13.5401637161096,52.7468588186738,1235,3,3585,1484276296
11,13.5520370743686,51.622844924551,1256,3,3587,1484276306
12,13.5654587728722,51.0748567164601,1269,3,3587,1484276316
11,13.580647577729,51.2520915642732,1272,3,3587,1484276326
11,13.596516434043,51.8298198103744,1284,3,3586,1484276336
11,13.6136114570395,53.0519279490183,1306,3,3587,1484276346
17,13.6314713613697,55.0754657420962,1330,3,3586,1484276356
46,13.6500457743918,58.4198480636997,1370,3,3586,1484276366
11,13.6713847318819,63.9716418049154,1432,3,3587,1484276377
28,13.6910195837555,67.542171198444,1456,4,3586,1484276387
173,13.7109892652146,65.4907199520812,1425,4,3587,1484276397
183,13.7311181556631,58.0109842124868,1483,4,3587,1484276407
171,13.7507719338857,49.610603620534,1530,4,3587,1484276417
36,13.770041842266,47.2871777368381,1591,4,3586,1484276427
49,13.7884670363444,53.9347673442043,1675,4,3582,1484276437
181,13.805032468886,65.0624800313531,1753,4,3573,1484276447
76,13.8207135990976,74.5675552464044,1809,4,3568,1484276457
108,13.8335529577692,77.7583314538668,1784,4,3564,1484276467
37,13.8440962914277,73.3915766978868,1776,4,3564,1484276477
11,13.8532753950199,65.1356535844995,1747,3,3564,1484276487
8,13.8599052148839,57.7515113942338,1704,3,3564,1484276497
10,13.8653228706168,54.8376700886986,1674,3,3564,1484276507
26,13.8694673334999,56.1575085257691,1690,3,3563,1484276517
63,13.8725831139779,57.7599535701772,1758,3,3560,1484276527
10,13.8755212391899,57.2918150604876,1798,3,3548,1484276537
10,13.878325152257,55.0652613844468,1740,3,3541,1484276547
9,13.8810652485544,53.0118080053412,1707,3,3541,1484276557
10,13.8846635110077,52.8010723649374,1730,3,3540,1484276568
11,13.8883206507105,53.6197261053169,1757,3,3540,1484276578
11,13.8925937166434,54.1054163905277,1786,3,3540,1484276588
9,13.898078229571,53.8976933570737,1825,3,3540,1484276598
9,13.9039753016122,53.1504367452227,1852,3,3540,1484276608
12,13.9119880902853,52.4388915857812,1871,3,3539,1484276618
10,13.9212065379003,52.1599331643253,1890,3,3538,1484276628
10,13.9317745561593,52.3619405936426,1906,3,3536,1484276638
10,13.9448914006419,52.3473279626101,1922,3,3531,1484276648
9,13.9588762492991,51.4696739687636,1941,3,3522,1484276658
9,13.9757443178375,51.3234843822094,1956,3,3518,1484276668
8,13.994255411718,55.327857892113,1970,3,3517,1484276678
46,14.0138024535491,63.3790443563221,1971,3,3517,1484276688
64,14.0351469062796,69.2334562454355,1948,3,3517,1484276698
14,14.0571034680267,67.5492880682823,1890,3,3517,1484276708
27,14.079764648027,59.4534488369256,1816,3,3517,1484276718
11,14.1028273597982,50.8762019585078,1753,3,3517,1484276728
10,14.1254891740318,47.2400536566555,1717,3,3516,1484276738
11,14.1472254070127,47.473770299322,1718,3,3512,1484276748
12,14.170788535655,48.1593604705789,1738,3,3510,1484276759
11,14.1891750148591,48.5368040494618,1756,3,3502,1484276769
12,14.2063741210091,49.0625211145195,1774,3,3497,1484276779
12,14.2217808240785,49.2001337197457,1786,3,3494,1484276789
10,14.2339719238515,48.816192836518,1791,3,3493,1484276799
9,14.2454644489875,48.6658916511028,1792,3,3493,1484276809
11,14.2533877179899,48.4758801962156,1783,3,3493,1484276819
11,14.2599143923572,48.2140659288034,1774,3,3493,1484276829
9,14.2653175536386,47.629047048381,1764,3,3493,1484276839
10,14.2688174755551,46.7147157605023,1750,3,3493,1484276849
11,14.2719039278138,46.7183817462894,1754,3,3493,1484276859
11,14.2739226484998,47.498171250286,1757,3,3493,1484276869
10,14.2755235830244,48.6400093800535,1769,3,3493,1484276879
10,14.2770001976214,49.5331198330941,1778,3,3492,1484276889
11,14.2783115568303,49.5590222687956,1776,3,3492,1484276899
9,14.2795870151054,48.7555836198191,1771,3,3487,1484276909
11,14.2808624733805,47.7268525631229,1777,3,3486,1484276919
10,14.2821379316556,47.6082123114943,1783,3,3484,1484276929
10,14.283499996651,47.7752085841035,1783,3,3480,1484276939
12,14.2851836390728,47.302867863927,1788,3,3476,1484276950
10,14.2867468602803,46.4977712458518,1789,3,3472,1484276960
10,14.2886918859881,45.8231430697153,1776,3,3470,1484276970
10,14.2907332767681,45.9186266281307,1766,3,3470,1484276980
10,14.2927245008247,46.5258396852421,1769,3,3470,1484276990
11,14.2946163649487,46.7708620563621,1765,3,3470,1484277000
10,14.2964978824175,46.6245333654635,1753,3,3470,1484277010
11,14.2975043907207,46.613321177649,1746,3,3470,1484277020
11,14.2975953192269,46.6412102239539,1742,3,3470,1484277030
10,14.2975953192269,46.7298392767807,1738,3,3470,1484277040
10,14.2971436558877,47.002765424074,1730,3,3470,1484277050
10,14.2959455586247,47.3055701777564,1723,3,3470,1484277060
11,14.2928286328824,47.6848439460869,1713,3,3470,1484277070
11,14.2892469345347,47.8344110351536,1705,3,3470,1484277080
12,14.2851165424615,47.5525277407977,1696,3,3470,1484277090
11,14.2800665374683,47.5310652330965,1689,3,3470,1484277100
10,14.2749207703789,48.0715701953884,1685,3,3468,1484277110
11,14.2712184050516,48.5135740235213,1682,3,3467,1484277120
11,14.2708642063162,48.8805857580826,1665,3,3467,1484277130
11,14.2708642063162,48.9670672478552,1658,3,3468,1484277141
11,14.2710821326076,48.9565807722197,1674,3,3465,1484277151
12,14.2751523363762,48.9342923265976,1678,3,3464,1484277161
10,14.2888103089978,48.2652288450221,1653,3,3462,1484277171
12,14.3038228431539,47.4596391754397,1629,3,3459,1484277181
12,14.3225921552203,47.507414623086,1610,3,3456,1484277191
10,14.3475905618183,47.6482290206564,1586,3,3451,1484277201
11,14.3725889684162,47.3670271130131,1568,3,3448,1484277211
11,14.4021141000151,46.6927890401701,1557,3,3448,1484277221
11,14.432278765243,45.5606969412229,1540,3,3447,1484277231
10,14.4619567633459,44.9140164666126,1515,3,3447,1484277241
11,14.4908278227797,45.1238102881286,1504,3,3446,1484277251
11,14.5196988822135,46.2076104631994,1498,3,3446,1484277261
10,14.5412257006744,47.6223343999234,1493,3,3446,1484277271
9,14.5617149327055,48.4891699652356,1482,3,3446,1484277281
10,14.5805125974974,48.8217798214815,1465,3,3446,1484277291
11,14.5965054945679,48.7438119990731,1452,3,3446,1484277301
11,14.6124983916384,48.9149465845451,1443,3,3446,1484277311
11,14.6389182834588,48.8084778574069,1432,3,3446,1484277321
9,14.6705881410527,47.7231990571222,1425,3,3446,1484277332
10,14.7099941724983,47.065761617046,1422,3,3446,1484277342
11,14.7641372942511,46.9547030738815,1411,3,3446,1484277352
12,14.821107590609,47.2292977464218,1408,3,3446,1484277362
12,14.903921875075,47.7610215370475,1396,3,3446,1484277372
10,14.991294499688,47.882809082777,1388,3,3446,1484277382
10,15.08893714707,48.251509321045,1387,3,3446,1484277392
11,15.2009591939544,48.826190543937,1378,3,3446,1484277402
10,15.3136872319067,48.8312790873742,1374,3,3446,1484277412
11,15.4328689298109,48.9715171794434,1367,3,3446,1484277422
11,15.5524947102522,49.0584735962545,1350,3,3446,1484277432
9,15.667286194061,48.7492958655496,1343,3,3446,1484277442
11,15.7753090304299,48.8477468246231,1337,3,3446,1484277452
10,15.8810002036481,49.205892749484,1316,3,3445,1484277462
11,15.9653769994514,49.1824337999721,1302,3,3446,1484277472
11,16.0456104117593,49.5198840235608,1289,3,3444,1484277482
10,16.1132811303379,50.1495315025199,1285,3,3445,1484277492
10,16.1633624651215,50.4721059024088,1287,3,3443,1484277502
10,16.21127796833,50.6792832034411,1286,3,3443,1484277512
10,16.2419313300278,50.3041915978414,1283,3,3441,1484277523
11,16.2667312293367,49.5958922361925,1279,3,3444,1484277533
10,16.2883438038857,49.0675995395302,1272,3,3443,1484277543
10,16.3062202559237,48.6740847183097,1267,3,3441,1484277553
10,16.3248856037585,48.5687585598781,1265,3,3441,1484277563
10,16.3468179861867,48.925684542509,1265,3,3440,1484277573
11,16.3695215187099,49.2268968139291,1262,3,3440,1484277583
11,16.3940658723761,49.5522172849607,1256,1,3438,1484277593
9,16.4207679990809,49.9732941672514,1246,1,3436,1484277603
11,16.447591951956,50.2533269349184,1236,1,3435,1484277613
11,16.4749204204521,50.6822031697188,1226,1,3432,1484277623
11,16.5020543350501,50.8561945111134,1215,1,3431,1484277633
10,16.527697928671,50.4372509057543,1210,1,3432,1484277643
9,16.5515946009158,49.6996049819557,1205,1,3433,1484277653
11,16.5744586858177,48.9540900730367,1199,1,3431,1484277663
11,16.5930465436544,48.7171111037181,1196,1,3431,1484277673
12,16.6105683406111,49.049409586443,1192,1,3426,1484277683
9,16.6253598395025,49.6191005347096,1187,1,3425,1484277693
10,16.6369509478238,50.0863065905041,1180,1,3427,1484277703
10,16.6482315699691,50.3844755740258,1178,1,3424,1484277714
10,16.6547164067342,50.4143925573043,1177,1,3425,1484277724
11,16.6603789872845,49.8152981810513,1173,1,3425,1484277734
10,16.6646931899208,48.9066037282393,1165,1,3426,1484277744
10,16.6677004280028,48.5620703359679,1161,1,3426,1484277754
10,16.6708534734755,49.1039928809506,1156,1,3425,1484277764
12,16.6743673347981,49.8016614801869,1156,1,3424,1484277774
9,16.6782551400166,50.2427641628579,1155,1,3426,1484277784
10,16.6834436606466,50.3495557051,1160,1,3424,1484277794
11,16.6898929457112,49.97985356971,1167,1,3426,1484277804
10,16.6972002863585,49.7069956905374,1164,1,3424,1484277814
12,16.7066309760023,50.0357331464265,1161,1,3425,1484277824
10,16.7165603136211,50.8135407325795,1161,1,3424,1484277834
10,16.7273510037241,51.1808048029627,1156,1,3424,1484277844
10,16.7389765892069,50.6400814468182,1148,1,3423,1484277854
10,16.7504987199159,49.790359344974,1140,1,3423,1484277864
10,16.7617648409448,49.4929695019095,1132,1,3424,1484277874
11,16.7727454113611,49.863060278654,1124,1,3423,1484277884
10,16.7827223551331,50.3709153941458,1121,1,3423,1484277894
13,16.7926269151254,50.7594450005494,1117,1,3423,1484277905
9,16.8004552323475,50.7994332666035,1115,1,3423,1484277915
9,16.8063536969839,50.2426003340568,1109,1,3423,1484277925
11,16.8114888319348,49.5255096019485,1105,1,3423,1484277935
10,16.8150002131381,49.3351813683537,1086,1,3423,1484277945
10,16.817232833427,49.9785975882208,1069,1,3423,1484277955
11,16.8187478727853,51.9236085720885,1057,1,3423,1484277965
10,16.8190272457936,55.5161227110446,1045,1,3423,1484277975
13,16.8190515041401,62.8938021760497,1029,1,3423,1484277985
36,16.8191094262748,74.8900088447785,998,1,3423,1484277995
42,16.819214059241,85.2397949938431,958,1,3423,1484278005
13,16.8192676714353,85.9486028908183,925,1,3423,1484278015
14,16.8195223670408,76.2722680369127,890,2,3423,1484278025
10,16.8202456199634,62.5252313450509,850,2,3423,1484278035
11,16.821561690923,52.7652841868469,827,1,3423,1484278045
10,16.8233446252065,49.5927598093949,831,1,3423,1484278055
11,16.8254877499499,50.2334457566152,847,1,3423,1484278065
11,16.8282220441228,54.3397687742231,862,1,3423,1484278075
10,16.8310530298691,61.9854490659177,870,1,3423,1484278085
94,16.8342429273639,71.0391502499069,869,2,3423,1484278096
75,16.8371888807233,75.8994598699935,853,2,3423,1484278106
38,16.8399360947442,74.4296383101845,832,2,3423,1484278116
10,16.842456493846,67.957623830432,808,2,3423,1484278126
32,16.844844941033,62.4255066281496,787,2,3423,1484278136
19,16.8469572817082,61.9394182685779,775,2,3423,1484278146
121,16.8488973922059,66.6306629104197,764,2,3423,1484278156
124,16.8506291937947,73.229865866687,776,2,3423,1484278166
16,16.8521232591458,76.9371186872337,863,2,3427,1484278176
40,16.8535412887773,75.9407527620086,872,2,3433,1484278186
27,16.8548354320208,71.1443525971767,865,2,3434,1484278196
11,16.8560522972669,65.1055056216416,946,2,3434,1484278206
10,16.8571430908302,61.2866912474995,940,2,3433,1484278216
15,16.8580900029273,59.843358370178,931,1,3428,1484278226
10,16.8589094850297,58.951803180684,948,1,3427,1484278236
11,16.8594375939559,57.9115888367365,930,1,3426,1484278246
11,16.8597839499173,56.7851511442464,933,1,3424,1484278256
11,16.859957127898,56.6486218982087,961,1,3426,1484278266
10,16.859957127898,57.1968099931951,986,1,3426,1484278276
10,16.8599046675824,56.7381343806175,1012,1,3424,1484278287
10,16.8596618804619,55.5497682039583,1035,1,3424,1484278297
11,16.8593155245005,54.2505880800865,1055,1,3425,1484278307
11,16.8582986193002,53.1615079178803,1075,1,3426,1484278317
10,16.8567399555479,52.3247870439559,1083,1,3426,1484278327
11,16.8546337274401,51.9794056674495,1095,1,3429,1484278337
11,16.8514013900869,52.6026981157895,1114,1,3431,1484278347
11,16.8476336082907,53.8501355266196,1133,1,3433,1484278357
11,16.8426381641459,55.0278816035616,1150,1,3436,1484278367
11,16.8366508523998,55.3480074616761,1157,1,3436,1484278377
10,16.8301454571972,54.6151680324177,1153,1,3441,1484278387
9,16.822704456791,53.6583680336949,1153,1,3441,1484278397
9,16.8148185934042,53.1161255979758,1159,1,3441,1484278407
10,16.8067653913031,53.2346039171622,1171,1,3443,1484278417
10,16.7985769910167,53.8653467329693,1185,1,3444,1484278427
11,16.7906544100448,54.1228448151637,1202,1,3445,1484278437
11,16.7833864086592,53.5139395763584,1212,1,3446,1484278447
11,16.7764296475861,52.4021736365882,1221,1,3446,1484278457
11,16.7705615200937,51.4316345046081,1238,1,3446,1484278467
11,16.7650843266848,50.8282261706961,1256,1,3447,1484278478
9,16.7606960589313,50.339188551193,1271,1,3446,1484278488
10,16.7573464819736,50.0521428587351,1284,1,3446,1484278498
11,16.7543506262768,50.2550460355681,1292,1,3446,1484278508
11,16.7518229050956,50.7488870831621,1298,1,3446,1484278518
12,16.7495619432625,51.1798692978225,1303,1,3446,1484278528
11,16.7470784991944,51.1001863203782,1305,1,3446,1484278538
12,16.7440716923916,50.5649584155443,1316,1,3446,1484278548
12,16.7408866569477,50.3018983630074,1326,1,3446,1484278558
10,16.7360381784602,50.315311326672,1330,1,3446,1484278568
10,16.7302418132367,50.596598311943,1325,1,3446,1484278578
11,16.7234850819816,51.3471682383954,1323,1,3446,1484278588
10,16.7149346098285,51.6879935570462,1319,1,3446,1484278598
11,16.7057732881667,51.5358853011731,1326,1,3447,1484278608
11,16.6949067837677,51.379553094379,1335,1,3447,1484278618
11,16.6830686089867,51.7295960875649,1348,1,3448,1484278628
10,16.6702989337653,52.515350607275,1360,1,3452,1484278638
10,16.6558010223316,52.6018962818971,1369,1,3456,1484278648
10,16.6407145689285,51.8411643119019,1376,1,3463,1484278658
11,16.6196883105411,50.9125000169209,1378,1,3463,1484278669
10,16.5984369551948,50.5622644486027,1381,1,3465,1484278679
11,16.5741490828977,50.4357106158725,1390,3,3468,1484278689
10,16.5443661331304,49.6669166239277,1388,3,3467,1484278699
10,16.513389415799,48.4251968464441,1388,3,3469,1484278709
9,16.4762866742155,47.9671929284343,1388,3,3469,1484278719
11,16.4367870588188,48.8431618838024,1361,3,3469,1484278729
10,16.3956298312748,49.8379744576541,1327,3,3469,1484278739
10,16.3517226738252,50.0944322029918,1317,3,3470,1484278749
11,16.3072181132873,49.9098410215116,1311,3,3470,1484278759
11,16.2619779459534,49.8999581366232,1307,3,3470,1484278769
11,16.2164499648932,50.7522924073814,1310,3,3470,1484278779
10,16.1713888777089,51.6593954694222,1313,3,3470,1484278789
11,16.1272681837472,51.4911474526563,1314,3,3470,1484278799
12,16.0833517835984,50.5667730836739,1307,3,3470,1484278809
10,16.0421023333767,49.5894885812742,1290,3,3470,1484278819
11,16.0018963530932,48.9753770332884,1277,3,3470,1484278829
10,15.9632183381756,49.3008611484178,1276,3,3470,1484278839
10,15.9272759565505,49.7309311339845,1279,3,3470,1484278849
10,15.8883930633886,49.441145714566,1285,3,3470,1484278860
11,15.8563652934356,49.1887834496724,1290,3,3470,1484278870
10,15.8251754718322,48.943747356295,1286,3,3470,1484278880
10,15.7950579707972,48.720515359865,1284,3,3470,1484278890
12,15.7667453088589,49.3220597959644,1289,3,3470,1484278900
11,15.7386205894531,50.3273863604514,1290,3,3470,1484278910
11,15.7125389650556,51.0939403145318,1287,3,3470,1484278920
10,15.6869729555957,51.8815294553868,1283,3,3470,1484278930
10,15.6631848279059,51.9420149176886,1281,3,3470,1484278940
10,15.6424852001877,51.5171097691429,1289,3,3470,1484278950
11,15.6221071858662,51.7164880272033,1294,3,3470,1484278960
10,15.608439083964,51.8390033008022,1295,3,3470,1484278970
12,15.5964643553726,51.3425604932668,1300,3,3471,1484278980
10,15.587579224049,50.4773659818933,1303,3,3472,1484278990
11,15.5839735425808,49.7051438237521,1301,3,3472,1484279000
11,15.5836679506879,49.8858985284698,1293,3,3475,1484279010
11,15.5836679506879,50.7969212222059,1288,3,3477,1484279020
11,15.5866740896587,51.3325294905798,1283,3,3481,1484279030
11,15.5918922521821,51.6657175358061,1282,3,3482,1484279040
9,15.6008730116014,51.6693171193112,1281,3,3484,1484279051
10,15.6093110880116,51.2192423619702,1285,3,3486,1484279061
10,15.6211491194613,50.8844802248353,1290,3,3488,1484279071
11,15.633467416867,50.6706333818976,1274,3,3489,1484279081
11,15.6468166135858,51.4421675629496,1272,3,3489,1484279091
11,15.6618750072888,52.5905579969803,1273,3,3491,1484279101
10,15.6769334009918,52.8848449912388,1273,3,3489,1484279111
11,15.6938453966409,52.852066431714,1274,3,3491,1484279121
11,15.7110192245748,53.1854229399059,1277,3,3491,1484279131
10,15.7286315433576,53.527957912836,1281,3,3492,1484279141
11,15.7469708639961,53.7386432810456,1274,3,3492,1484279151
11,15.7653101846346,53.4645203244541,1275,3,3492,1484279161
9,15.7832106547603,52.7236137573516,1281,3,3493,1484279171
12,15.8010491349169,52.2526628853846,1285,3,3493,1484279181
9,15.8182623971382,52.5862130139697,1287,3,3493,1484279191
11,15.8344390729021,52.6907507049644,1290,3,3493,1484279201
11,15.8506157486659,52.2953099957534,1290,3,3493,1484279211
11,15.8647813421048,51.4757934020133,1284,3,3493,1484279221
11,15.878662860718,50.5176402152237,1276,3,3493,1484279231
10,15.8925550270759,50.403817785149,1274,1,3493,1484279242
11,15.9035440200362,50.7650562903477,1273,1,3493,1484279252
10,15.9142469899551,51.4421427829524,1273,1,3493,1484279262
11,15.9223353505802,52.7380505243905,1275,1,3493,1484279272
10,15.9299362275935,53.4529206394113,1278,1,3493,1484279282
10,15.9362169430634,52.4932752204668,1280,1,3493,1484279292
10,15.9406493770823,51.8033390295843,1275,1,3493,1484279302
10,15.9448217640467,53.5762698197533,1260,1,3493,1484279312
9,15.9465804889037,57.9518517836977,1246,1,3493,1484279322
10,15.9475701084866,61.5908953552058,1228,1,3493,1484279332
37,15.9475701084866,60.8572772669826,1201,2,3493,1484279342
60,15.9474771982553,56.953172354961,1174,2,3493,1484279352
212,15.9463945453083,54.071988853367,1188,2,3493,1484279362
24,15.9439082471996,54.4382402335871,1282,2,3493,1484279372
24,15.9411798130218,55.8965046186343,1352,2,3493,1484279382
11,15.9379511917106,56.0672886343883,1343,1,3492,1484279392
9,15.9340222898673,55.8571000754079,1302,1,3489,1484279402
10,15.9300630392582,56.5464837915332,1270,1,3488,1484279412
8,15.9258263629266,57.3613815824282,1211,1,3487,1484279422
9,15.921173591861,56.3211641435598,1169,1,3485,1484279433
9,15.9172313145792,53.1769978995365,1129,1,3485,1484279443
9,15.9136207089972,50.4748512074134,1077,1,3483,1484279453
8,15.9101453805275,50.5439751938988,1027,1,3485,1484279463
8,15.9072302686148,52.4584856173972,980,1,3486,1484279473
8,15.9044393041969,54.598197504892,946,1,3483,1484279483
8,15.9019183087518,55.0588523435566,912,1,3485,1484279493
9,15.899713748163,53.5008419299055,879,1,3487,1484279503
9,15.8976215799222,51.9392981691615,853,1,3487,1484279513
8,15.8959948566014,51.4072779361304,825,1,3487,1484279523
8,15.8944651154357,51.2542084011808,797,1,3489,1484279533
9,15.8931248022247,50.9080120301099,769,1,3489,1484279543
8,15.8920065201639,50.7097574718445,749,1,3489,1484279553
10,15.8909070374623,51.2472161187167,738,1,3489,1484279563
10,15.8898854076139,52.3689541543096,726,1,3492,1484279573
9,15.8888545005035,52.677078837889,715,1,3489,1484279583
8,15.8877110065957,51.3017836268813,710,1,3490,1484279593
